"snapshot_date","window_start","window_end","store_name","spot_id","storage_id","product_name","product_id","ingredient_name","ingredient_id","current_avg_sales_day","current_min_stock"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Американська""","1055","Піца ""Американська""","2215","0,86","2"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Верона""","879","Піца ""Верона""","1954","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Гавайська""","292","Піца ""Гавайська""","391","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Грибна""","294","Піца ""Грибна""","392","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Європейська""","295","Піца ""Європейська""","397","1,79","3"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Італійська""","660","Піца ""Італійська""","1413","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""М*ясна""","297","Піца ""М*ясна""","393","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,93","3"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Особлива""","300","Піца ""Особлива""","396","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Поло""","659","Піца ""Поло""","1411","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Сирна""","301","Піца ""Сирна""","395","0,86","2"
"2026-03-27","2026-03-13","2026-03-27","Мікрорайон","19","43","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0","0"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Американська""","1055","Піца ""Американська""","2215","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Верона""","879","Піца ""Верона""","1954","1,14","2"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Грибна""","294","Піца ""Грибна""","392","0,93","2"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,71","2"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Європейська""","295","Піца ""Європейська""","397","1,71","3"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Італійська""","660","Піца ""Італійська""","1413","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","1,79","3"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,93","2"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""М*ясна""","297","Піца ""М*ясна""","393","2,64","4"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,64","3"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Особлива""","300","Піца ""Особлива""","396","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Поло""","659","Піца ""Поло""","1411","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Сирна""","301","Піца ""Сирна""","395","1,07","2"
"2026-03-27","2026-03-13","2026-03-27","Проспект","4","7","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Американська""","1055","Піца ""Американська""","2215","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Верона""","879","Піца ""Верона""","1954","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Грибна""","294","Піца ""Грибна""","392","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Європейська""","295","Піца ""Європейська""","397","1,5","3"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Італійська""","660","Піца ""Італійська""","1413","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","0,79","2"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""М*ясна""","297","Піца ""М*ясна""","393","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,14","2"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Особлива""","300","Піца ""Особлива""","396","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,07","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Поло""","659","Піца ""Поло""","1411","0,07","1"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Сирна""","301","Піца ""Сирна""","395","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Рівненська","14","36","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Американська""","1055","Піца ""Американська""","2215","0,79","2"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Верона""","879","Піца ""Верона""","1954","1","2"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Гавайська""","292","Піца ""Гавайська""","391","2","3"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Грибна""","294","Піца ""Грибна""","392","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Європейська""","295","Піца ""Європейська""","397","0,79","2"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Італійська""","660","Піца ""Італійська""","1413","2,71","5"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","3,14","5"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,86","2"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""М*ясна""","297","Піца ""М*ясна""","393","1,79","3"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,71","3"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Особлива""","300","Піца ""Особлива""","396","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Поло""","659","Піца ""Поло""","1411","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Сирна""","301","Піца ""Сирна""","395","1","2"
"2026-03-27","2026-03-13","2026-03-27","Роша","23","55","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","1","2"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Американська""","1055","Піца ""Американська""","2215","0","0"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Верона""","879","Піца ""Верона""","1954","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Грибна""","294","Піца ""Грибна""","392","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,93","2"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Європейська""","295","Піца ""Європейська""","397","1,79","3"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Італійська""","660","Піца ""Італійська""","1413","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Козацька""","1098","Піца ""Козацька""","2274","1,64","3"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""М*ясна""","297","Піца ""М*ясна""","393","4","6"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Мисливська""","298","Піца ""Мисливська""","394","4,71","8"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Особлива""","300","Піца ""Особлива""","396","1,29","2"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Поло""","659","Піца ""Поло""","1411","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Сирна""","301","Піца ""Сирна""","395","3,07","5"
"2026-03-27","2026-03-13","2026-03-27","Руська","6","6","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Американська""","1055","Піца ""Американська""","2215","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Верона""","879","Піца ""Верона""","1954","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Грибна""","294","Піца ""Грибна""","392","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Європейська""","295","Піца ""Європейська""","397","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Італійська""","660","Піца ""Італійська""","1413","0","0"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""М*ясна""","297","Піца ""М*ясна""","393","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Мисливська""","298","Піца ""Мисливська""","394","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Особлива""","300","Піца ""Особлива""","396","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Поло""","659","Піца ""Поло""","1411","0","0"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Сирна""","301","Піца ""Сирна""","395","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Садгора","10","25","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0","0"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Американська""","1055","Піца ""Американська""","2215","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Верона""","879","Піца ""Верона""","1954","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Грибна""","294","Піца ""Грибна""","392","0,71","2"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Європейська""","295","Піца ""Європейська""","397","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Італійська""","660","Піца ""Італійська""","1413","1,43","3"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""М*ясна""","297","Піца ""М*ясна""","393","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,5","3"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Особлива""","300","Піца ""Особлива""","396","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Поло""","659","Піца ""Поло""","1411","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Сирна""","301","Піца ""Сирна""","395","2,57","4"
"2026-03-27","2026-03-13","2026-03-27","Садова","15","34","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Американська""","1055","Піца ""Американська""","2215","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Верона""","879","Піца ""Верона""","1954","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Грибна""","294","Піца ""Грибна""","392","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Європейська""","295","Піца ""Європейська""","397","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Італійська""","660","Піца ""Італійська""","1413","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""М*ясна""","297","Піца ""М*ясна""","393","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Мисливська""","298","Піца ""Мисливська""","394","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Особлива""","300","Піца ""Особлива""","396","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Поло""","659","Піца ""Поло""","1411","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Сирна""","301","Піца ""Сирна""","395","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Сторожинець","11","26","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Американська""","1055","Піца ""Американська""","2215","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Верона""","879","Піца ""Верона""","1954","1,36","3"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,86","2"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Грибна""","294","Піца ""Грибна""","392","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Європейська""","295","Піца ""Європейська""","397","0,71","2"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Італійська""","660","Піца ""Італійська""","1413","0,5","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","1,43","3"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,79","2"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""М*ясна""","297","Піца ""М*ясна""","393","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Мисливська""","298","Піца ""Мисливська""","394","2,29","4"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Особлива""","300","Піца ""Особлива""","396","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Поло""","659","Піца ""Поло""","1411","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Сирна""","301","Піца ""Сирна""","395","1","2"
"2026-03-27","2026-03-13","2026-03-27","Хотинська","16","39","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0","0"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Американська""","1055","Піца ""Американська""","2215","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Верона""","879","Піца ""Верона""","1954","0,93","2"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Гавайська""","292","Піца ""Гавайська""","391","0,79","2"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Грибна""","294","Піца ""Грибна""","392","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,29","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Європейська""","295","Піца ""Європейська""","397","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Італійська""","660","Піца ""Італійська""","1413","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","0,93","2"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,21","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""М*ясна""","297","Піца ""М*ясна""","393","1","2"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,36","3"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Особлива""","300","Піца ""Особлива""","396","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Поло""","659","Піца ""Поло""","1411","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Сирна""","301","Піца ""Сирна""","395","0,64","1"
"2026-03-27","2026-03-13","2026-03-27","Черемош","12","30","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Американська""","1055","Піца ""Американська""","2215","1,21","2"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Верона""","879","Піца ""Верона""","1954","0,86","2"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Гавайська""","292","Піца ""Гавайська""","391","1,93","3"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Грибна""","294","Піца ""Грибна""","392","1","2"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Ді Шпіначіо""","658","Піца ""Ді Шпіначіо""","1412","0,07","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Європейська""","295","Піца ""Європейська""","397","1,07","2"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Італійська""","660","Піца ""Італійська""","1413","1,36","3"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Кватро Формаджі""","573","Піца ""Кватро Формаджі""","901","2,14","4"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Козацька""","1098","Піца ""Козацька""","2274","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""М*ясна""","297","Піца ""М*ясна""","393","2","3"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Мисливська""","298","Піца ""Мисливська""","394","1,86","3"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Особлива""","300","Піца ""Особлива""","396","0,43","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Пепероні""","1054","Піца ""Пепероні""","2214","0,57","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Поло""","659","Піца ""Поло""","1411","0,36","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Сирна""","301","Піца ""Сирна""","395","0,14","1"
"2026-03-27","2026-03-13","2026-03-27","Шкільна","2","8","Піца ""Тонно"" (з тунцем і шпинатом)","1099","Піца ""Тонно"" (з тунцем і шпинатом)","2275","0,86","2"
